date,GALI2,DESAWAR2,FARIDABAD2,GHAZIABAD2,LUXMI KUBER
2019-06-27,11,79,87,37,38
2019-06-28,49,26,05,76,58
2019-06-29,68,60,26,32,82
2019-06-30,54,96,22,60,03
2019-07-01,88,74,13,67,07
2019-07-02,79,33,67,11,61
2019-07-03,07,65,78,28,51
2019-07-04,34,19,98,19,54
2019-07-05,16,98,52,52,87
2019-07-06,38,66,04,10,13
2019-07-07,23,85,05,76,62
2019-07-08,95,01,95,55,91
2019-07-09,39,25,94,75,56
2019-07-10,25,70,14,82,09
2019-07-11,83,48,76,21,10
2019-07-12,47,78,61,97,41
2019-07-13,17,21,27,51,77
2019-07-14,03,56,47,57,18
2019-07-15,81,53,51,88,08
2019-07-16,89,99,66,51,16
2019-07-17,30,31,59,51,35
2019-07-18,35,39,16,87,79
2019-07-19,34,37,08,99,81
2019-07-20,30,76,73,95,74
2019-07-21,61,61,35,81,70
2019-07-22,93,93,31,79,91
2019-07-23,40,83,45,07,41
2019-07-24,41,53,99,16,48
2019-07-25,00,65,26,83,76
2019-07-26,16,85,90,80,67
2019-07-27,23,50,31,53,37
2019-07-28,20,92,98,35,58
2019-07-29,00,53,42,91,64
2019-07-30,01,37,39,99,77
2019-07-31,60,57,32,64,55
2019-08-01,05,46,39,50,12
2019-08-02,34,67,53,39,89
2019-08-03,92,45,67,24,14
2019-08-04,40,03,00,90,83
2019-08-05,27,55,23,01,83
2019-08-06,14,79,55,17,98
2019-08-07,45,63,86,07,70
2019-08-08,06,93,27,99,92
2019-08-09,86,69,35,54,27
2019-08-10,44,48,15,07,55
2019-08-11,33,30,87,16,57
2019-08-12,41,24,03,34,29
2019-08-13,14,68,82,00,52
2019-08-14,31,92,50,69,43
2019-08-15,21,80,61,94,58
2019-08-16,35,26,53,32,51
2019-08-17,83,21,12,31,53
2019-08-18,21,01,28,32,93
2019-08-19,77,20,74,20,12
2019-08-20,07,69,88,70,40
2019-08-21,10,96,21,39,54
2019-08-22,81,64,99,25,40
2019-08-23,79,29,67,74,85
2019-08-24,31,00,83,63,32
2019-08-25,06,15,72,22,47
2019-08-26,70,67,76,44,19
2019-08-27,46,51,04,20,87
2019-08-28,57,97,38,64,60
2019-08-29,62,92,61,70,08
2019-08-30,33,23,52,45,11
2019-08-31,67,68,45,11,10
2019-09-01,64,38,97,44,11
2019-09-02,37,09,66,94,55
2019-09-03,53,46,41,30,12
2019-09-04,19,65,57,06,95
2019-09-05,91,21,71,36,94
2019-09-06,82,65,58,09,47
2019-09-07,29,10,01,51,16
2019-09-08,00,19,36,64,71
2019-09-09,68,94,29,94,07
2019-09-10,50,32,50,23,75
2019-09-11,77,30,50,48,71
2019-09-12,45,71,65,64,71
2019-09-13,16,93,82,11,42
2019-09-14,24,33,03,97,85
2019-09-15,33,65,24,85,15
2019-09-16,44,97,76,14,52
2019-09-17,70,74,53,72,45
2019-09-18,63,08,06,70,85
2019-09-19,53,23,87,26,96
2019-09-20,51,02,74,24,54
2019-09-21,19,94,04,74,92
2019-09-22,76,64,19,08,06
2019-09-23,78,30,95,55,36
2019-09-24,21,09,80,00,76
2019-09-25,01,73,58,32,39
2019-09-26,33,38,63,44,45
2019-09-27,53,63,88,14,13
2019-09-28,09,72,88,34,73
2019-09-29,74,58,11,18,64
2019-09-30,55,94,62,38,27
2019-10-01,85,68,49,40,19
2019-10-02,84,26,16,69,84
2019-10-03,22,69,37,94,61
2019-10-04,51,19,22,16,28
2019-10-05,42,03,07,94,13
2019-10-06,62,37,12,48,44
2019-10-07,05,65,96,93,71
2019-10-08,55,27,26,87,47
2019-10-09,79,78,21,93,14
2019-10-10,13,14,08,39,97
2019-10-11,59,67,85,24,35
2019-10-12,22,44,45,28,73
2019-10-13,49,20,36,39,28
2019-10-14,14,45,89,70,54
2019-10-15,83,21,63,85,71
2019-10-16,72,44,03,52,98
2019-10-17,59,26,98,24,79
2019-10-18,52,50,65,03,78
2019-10-19,90,87,83,25,86
2019-10-20,43,31,93,49,82
2019-10-21,24,77,56,37,71
2019-10-22,08,35,44,51,03
2019-10-23,40,11,67,61,77
2019-10-24,63,25,11,60,84
2019-10-25,75,86,13,31,88
2019-10-26,52,42,02,02,34
2019-10-27,93,24,40,62,03
2019-10-28,15,57,02,47,23
2019-10-29,58,37,84,67,34
2019-10-30,44,42,20,89,89
2019-10-31,42,32,46,22,97
2019-11-01,65,47,91,90,39
2019-11-02,48,86,38,51,43
2019-11-03,85,71,63,83,44
2019-11-04,64,54,84,31,00
2019-11-05,45,75,83,50,23
2019-11-06,27,53,57,18,18
2019-11-07,65,04,73,54,72
2019-11-08,12,77,78,48,84
2019-11-09,76,72,86,77,51
2019-11-10,56,45,46,87,08
2019-11-11,45,21,64,26,18
2019-11-12,02,73,36,33,94
2019-11-13,97,61,18,37,81
2019-11-14,36,40,30,40,03
2019-11-15,14,39,58,21,11
2019-11-16,03,32,73,34,95
2019-11-17,13,60,18,55,67
2019-11-18,78,04,96,53,27
2019-11-19,11,73,11,64,48
2019-11-20,93,50,00,16,53
2019-11-21,36,12,10,77,58
2019-11-22,64,60,58,54,43
2019-11-23,46,63,06,71,20
2019-11-24,74,81,93,36,47
2019-11-25,08,98,27,24,39
2019-11-26,19,46,59,58,92
2019-11-27,18,64,59,91,41
2019-11-28,92,63,14,48,99
2019-11-29,86,49,87,40,72
2019-11-30,91,89,97,64,76
2019-12-01,13,58,83,59,10
2019-12-02,99,91,77,37,06
2019-12-03,50,61,87,39,19
2019-12-04,72,06,12,14,20
2019-12-05,54,77,52,31,96
2019-12-06,60,55,48,30,79
2019-12-07,18,84,48,68,06
2019-12-08,06,51,13,96,86
2019-12-09,03,28,65,18,10
2019-12-10,27,68,03,60,34
2019-12-11,55,58,00,44,56
2019-12-12,52,94,32,43,84
2019-12-13,13,42,26,98,54
2019-12-14,70,82,96,04,62
2019-12-15,56,89,08,98,77
2019-12-16,26,74,06,08,56
2019-12-17,15,43,80,60,53
2019-12-18,98,52,34,70,34
2019-12-19,31,87,01,28,27
2019-12-20,61,77,84,60,96
2019-12-21,41,76,26,43,65
2019-12-22,67,96,83,12,14
2019-12-23,99,69,82,50,44
2019-12-24,66,96,91,55,55
2019-12-25,62,83,50,84,14
2019-12-26,47,12,70,67,36
2019-12-27,29,71,39,03,86
2019-12-28,58,75,95,12,86
2019-12-29,49,85,92,06,75
2019-12-30,76,49,10,80,62
2019-12-31,91,57,67,07,67
2020-01-01,68,20,20,62,85
2020-01-02,46,05,38,31,39
2020-01-03,73,07,56,18,05
2020-01-04,63,19,21,85,28
2020-01-05,39,25,91,70,50
2020-01-06,56,97,56,71,76
2020-01-07,74,28,68,77,07
2020-01-08,39,06,74,68,00
2020-01-09,96,07,01,67,26
2020-01-10,00,05,25,27,38
2020-01-11,23,11,58,98,27
2020-01-12,94,01,04,44,98
2020-01-13,63,98,41,16,17
2020-01-14,32,71,36,53,97
2020-01-15,17,27,36,70,32
2020-01-16,43,79,28,95,37
2020-01-17,96,46,87,47,41
2020-01-18,85,28,52,30,15
2020-01-19,89,84,75,90,00
2020-01-20,65,10,42,21,63
2020-01-21,86,96,91,50,95
2020-01-22,69,56,94,23,55
2020-01-23,90,15,18,13,22
2020-01-24,05,45,01,51,16
2020-01-25,42,40,04,73,48
2020-01-26,88,97,60,89,68
2020-01-27,09,24,84,27,90
2020-01-28,24,31,69,22,29
2020-01-29,66,95,99,85,64
2020-01-30,54,93,38,10,71
2020-01-31,20,08,43,91,85
2020-02-01,04,59,71,92,45
2020-02-02,09,37,68,80,09
2020-02-03,11,94,47,55,50
2020-02-04,87,28,24,10,94
2020-02-05,28,77,39,93,05
2020-02-06,57,84,29,00,55
2020-02-07,75,77,68,10,02
2020-02-08,20,75,97,39,58
2020-02-09,88,90,00,60,09
2020-02-10,71,99,37,20,40
2020-02-11,87,90,56,28,73
2020-02-12,75,80,89,65,54
2020-02-13,37,35,79,72,73
2020-02-14,06,50,16,63,51
2020-02-15,04,15,40,37,90
2020-02-16,12,29,86,77,81
2020-02-17,30,93,50,94,53
2020-02-18,02,53,24,62,37
2020-02-19,27,81,64,57,14
2020-02-20,26,64,58,44,51
2020-02-21,34,45,31,97,02
2020-02-22,38,26,66,39,41
2020-02-23,47,75,61,75,21
2020-02-24,73,67,40,77,79
2020-02-25,28,82,27,34,58
2020-02-26,24,01,40,96,88
2020-02-27,97,19,45,05,46
2020-02-28,59,24,05,88,11
2020-02-29,75,58,96,44,55
2020-03-01,15,09,33,34,13
2020-03-02,17,80,95,16,31
2020-03-03,12,27,98,11,55
2020-03-04,20,92,60,15,75
2020-03-05,78,70,59,38,51
2020-03-06,08,31,10,44,67
2020-03-07,44,41,80,16,10
2020-03-08,94,10,42,70,50
2020-03-09,61,40,88,74,39
2020-03-10,99,97,91,26,95
2020-03-11,32,94,89,15,43
2020-03-12,32,92,96,90,28
2020-03-13,11,94,56,59,42
2020-03-14,94,12,07,36,99
2020-03-15,66,56,66,25,21
2020-03-16,61,82,10,54,09
2020-03-17,10,11,53,03,65
2020-03-18,80,56,70,61,81
2020-03-19,80,22,55,29,14
2020-03-20,41,60,04,33,67
2020-03-21,57,24,31,52,65
2020-03-22,70,45,07,88,24
2020-03-23,95,32,79,50,99
2020-03-24,17,17,22,63,44
2020-03-25,54,92,86,00,44
2020-03-26,55,65,03,89,93
2020-03-27,53,05,86,07,82
2020-03-28,18,94,66,39,18
2020-03-29,09,55,80,18,30
2020-03-30,08,84,65,10,13
2020-03-31,07,67,07,35,18
2020-04-01,95,00,17,94,32
2020-04-02,80,13,32,67,25
2020-04-03,58,78,81,70,22
2020-04-04,10,28,21,80,77
2020-04-05,37,06,69,66,19
2020-04-06,82,57,27,17,97
2020-04-07,26,62,50,05,97
2020-04-08,64,08,24,60,83
2020-04-09,36,21,13,42,09
2020-04-10,87,24,01,27,22
2020-04-11,02,19,61,19,98
2020-04-12,60,91,65,78,80
2020-04-13,84,31,78,60,63
2020-04-14,73,93,28,48,59
2020-04-15,35,35,48,88,96
2020-04-16,38,66,99,34,72
2020-04-17,50,81,69,26,97
2020-04-18,43,26,80,60,74
2020-04-19,04,25,82,45,57
2020-04-20,23,79,27,36,87
2020-04-21,22,29,19,28,72
2020-04-22,70,14,79,17,82
2020-04-23,77,47,91,23,81
2020-04-24,26,98,11,65,79
2020-04-25,10,99,70,23,41
2020-04-26,65,88,57,32,80
2020-04-27,31,15,63,12,40
2020-04-28,62,30,60,30,19
2020-04-29,48,88,06,56,56
2020-04-30,21,95,52,50,08
2020-05-01,56,69,91,12,60
2020-05-02,27,91,06,10,56
2020-05-03,79,06,33,84,80
2020-05-04,78,83,45,60,38
2020-05-05,67,61,22,15,35
2020-05-06,60,53,99,56,75
2020-05-07,15,09,22,69,07
2020-05-08,72,85,49,35,45
2020-05-09,95,96,97,98,64
2020-05-10,38,62,90,86,09
2020-05-11,03,22,77,45,39
2020-05-12,81,22,79,29,59
2020-05-13,46,75,26,63,57
2020-05-14,34,40,21,64,04
2020-05-15,44,76,90,80,07
2020-05-16,66,14,20,96,47
2020-05-17,10,14,67,88,36
2020-05-18,63,24,19,24,09
2020-05-19,79,16,31,50,82
2020-05-20,56,67,59,42,11
2020-05-21,44,42,25,84,78
2020-05-22,61,56,83,62,76
2020-05-23,73,45,83,24,64
2020-05-24,04,57,56,12,49
2020-05-25,31,11,48,71,59
2020-05-26,30,51,58,53,74
2020-05-27,83,55,94,75,70
2020-05-28,01,97,39,51,94
2020-05-29,74,74,76,41,05
2020-05-30,73,61,77,21,57
2020-05-31,73,81,01,91,73
2020-06-01,44,10,08,53,83
2020-06-02,43,66,77,43,24
2020-06-03,53,93,24,57,41
2020-06-04,85,49,79,60,77
2020-06-05,33,19,53,82,60
2020-06-06,36,30,72,50,64
2020-06-07,07,69,46,46,19
2020-06-08,07,76,80,46,07
2020-06-09,32,17,30,94,57
2020-06-10,89,17,18,69,13
2020-06-11,48,82,02,50,43
2020-06-12,53,91,04,17,91
2020-06-13,09,23,04,76,10
2020-06-14,26,49,85,23,64
2020-06-15,39,35,95,55,82
2020-06-16,75,67,68,45,22
2020-06-17,71,32,26,52,05
2020-06-18,45,40,53,15,31
2020-06-19,30,75,19,43,90
2020-06-20,29,39,69,29,56
2020-06-21,58,09,02,99,56
2020-06-22,93,02,96,53,67
2020-06-23,20,34,94,65,66
2020-06-24,67,30,99,04,78
2020-06-25,35,87,19,59,20
2020-06-26,81,05,02,69,46
2020-06-27,99,38,11,62,47
2020-06-28,41,13,42,33,36
2020-06-29,41,37,23,02,49
2020-06-30,42,59,51,26,52
2020-07-01,54,01,14,19,99
2020-07-02,51,95,01,20,43
2020-07-03,65,00,68,11,86
2020-07-04,79,05,56,33,76
2020-07-05,26,68,69,81,06
2020-07-06,25,77,94,95,80
2020-07-07,91,67,54,72,82
2020-07-08,18,73,07,05,42
2020-07-09,33,18,22,34,08
2020-07-10,06,25,67,57,42
2020-07-11,27,95,90,36,12
2020-07-12,08,22,08,38,71
2020-07-13,78,63,59,05,86
2020-07-14,70,50,64,68,49
2020-07-15,87,89,01,61,36
2020-07-16,14,18,88,13,32
2020-07-17,13,70,21,58,92
2020-07-18,84,40,02,39,84
2020-07-19,10,66,24,28,77
2020-07-20,20,85,04,53,19
2020-07-21,23,39,86,25,42
2020-07-22,04,69,91,78,10
2020-07-23,55,86,01,94,74
2020-07-24,30,19,35,01,84
2020-07-25,87,21,52,32,18
2020-07-26,19,24,60,96,44
2020-07-27,22,79,28,33,39
2020-07-28,17,88,28,22,83
2020-07-29,13,13,10,04,89
2020-07-30,59,53,77,07,84
2020-07-31,91,81,67,11,50
2020-08-01,57,45,42,05,16
2020-08-02,97,32,89,96,76
2020-08-03,95,12,15,41,90
2020-08-04,76,15,16,26,10
2020-08-05,54,23,11,39,39
2020-08-06,63,56,70,38,71
2020-08-07,99,98,87,03,48
2020-08-08,01,36,01,49,82
2020-08-09,68,51,16,29,42
2020-08-10,43,54,04,25,16
2020-08-11,61,62,96,18,85
2020-08-12,42,57,88,34,89
2020-08-13,32,40,93,21,94
2020-08-14,24,65,02,36,87
2020-08-15,98,43,56,12,67
2020-08-16,68,46,33,96,11
2020-08-17,10,79,88,30,82
2020-08-18,50,70,02,02,85
2020-08-19,13,87,63,73,54
2020-08-20,91,77,29,23,65
2020-08-21,59,08,72,18,46
2020-08-22,25,06,72,11,02
2020-08-23,76,92,72,51,46
2020-08-24,87,98,77,02,39
2020-08-25,07,85,73,13,23
2020-08-26,11,05,71,84,27
2020-08-27,21,15,18,60,43
2020-08-28,99,31,20,36,98
2020-08-29,93,19,02,58,62
2020-08-30,17,55,70,66,24
2020-08-31,20,41,32,26,28
2020-09-01,27,17,16,02,17
2020-09-02,16,70,45,80,19
2020-09-03,24,46,07,37,09
2020-09-04,60,44,79,03,37
2020-09-05,16,70,72,53,12
2020-09-06,22,62,82,34,64
2020-09-07,08,77,07,41,98
2020-09-08,49,33,04,73,69
2020-09-09,46,63,91,75,94
2020-09-10,40,85,91,32,67
2020-09-11,59,00,13,23,04
2020-09-12,47,50,20,71,84
2020-09-13,90,37,11,15,43
2020-09-14,45,20,17,70,98
2020-09-15,17,12,26,67,79
2020-09-16,77,31,44,76,16
2020-09-17,88,95,97,97,76
2020-09-18,84,44,59,92,48
2020-09-19,80,61,38,69,19
2020-09-20,64,16,04,50,20
2020-09-21,78,29,73,62,23
2020-09-22,28,59,04,17,88
2020-09-23,83,33,02,95,98
2020-09-24,09,37,92,81,79
2020-09-25,47,82,99,54,21
2020-09-26,14,85,19,67,92
2020-09-27,27,79,92,11,56
2020-09-28,94,13,22,70,05
2020-09-29,57,00,53,21,52
2020-09-30,74,91,39,80,46
2020-10-01,31,28,24,19,86
2020-10-02,50,94,18,44,92
2020-10-03,15,27,46,01,30
2020-10-04,20,18,16,26,56
2020-10-05,62,62,47,07,78
2020-10-06,14,98,95,95,36
2020-10-07,37,39,88,14,96
2020-10-08,55,32,30,98,95
2020-10-09,86,16,79,85,57
2020-10-10,72,49,42,93,29
2020-10-11,53,87,57,02,68
2020-10-12,94,81,33,82,30
2020-10-13,06,51,03,03,39
2020-10-14,42,58,15,83,60
2020-10-15,85,08,56,13,24
2020-10-16,64,88,67,79,47
2020-10-17,80,00,63,23,86
2020-10-18,05,39,73,76,73
2020-10-19,45,87,47,94,56
2020-10-20,24,26,56,50,59
2020-10-21,88,59,51,27,98
2020-10-22,61,70,47,06,36
2020-10-23,90,13,97,35,99
2020-10-24,48,06,26,83,48
2020-10-25,86,35,89,50,64
2020-10-26,71,27,12,37,67
2020-10-27,64,31,65,39,53
2020-10-28,60,33,76,38,20
2020-10-29,49,61,50,08,25
2020-10-30,09,72,70,07,77
2020-10-31,57,48,18,94,17
2020-11-01,82,49,22,27,32
2020-11-02,81,27,56,24,06
2020-11-03,34,87,33,98,82
2020-11-04,29,72,03,56,61
2020-11-05,22,91,18,97,47
2020-11-06,11,31,20,00,70
2020-11-07,37,51,09,51,13
2020-11-08,06,35,24,25,91
2020-11-09,39,39,48,44,66
2020-11-10,25,44,14,66,15
2020-11-11,02,78,17,08,36
2020-11-12,28,83,00,65,10
2020-11-13,03,12,88,62,97
2020-11-14,66,72,21,19,20
2020-11-15,18,94,79,66,34
2020-11-16,07,80,18,99,57
2020-11-17,97,27,07,94,65
2020-11-18,17,57,84,21,18
2020-11-19,45,59,83,65,55
2020-11-20,52,71,35,32,11
2020-11-21,00,58,22,77,28
2020-11-22,95,09,48,28,57
2020-11-23,04,27,17,69,44
2020-11-24,33,39,78,54,03
2020-11-25,11,90,60,08,53
2020-11-26,80,85,93,68,06
2020-11-27,02,64,76,19,50
2020-11-28,01,14,28,90,64
2020-11-29,00,49,71,06,47
2020-11-30,41,95,04,13,30
2020-12-01,23,14,40,19,49
2020-12-02,23,88,22,74,10
2020-12-03,88,95,27,63,47
2020-12-04,59,70,33,04,28
2020-12-05,66,84,57,40,03
2020-12-06,56,22,60,67,40
2020-12-07,53,82,39,43,12
2020-12-08,65,06,64,48,91
2020-12-09,84,09,73,10,83
2020-12-10,96,09,54,01,42
2020-12-11,84,05,02,63,18
2020-12-12,12,91,37,04,17
2020-12-13,37,81,42,06,04
2020-12-14,05,51,02,89,36
2020-12-15,54,74,69,80,60
2020-12-16,06,17,64,04,89
2020-12-17,00,27,82,33,17
2020-12-18,98,32,88,70,97
2020-12-19,24,66,53,70,90
2020-12-20,75,95,37,52,60
2020-12-21,25,79,88,56,57
2020-12-22,22,35,93,73,78
2020-12-23,00,22,10,17,00
2020-12-24,32,55,72,10,10
2020-12-25,52,14,94,56,02
2020-12-26,74,77,33,29,32
2020-12-27,93,98,45,81,27
2020-12-28,55,87,43,45,19
2020-12-29,14,01,95,63,70
2020-12-30,95,14,65,90,93
2020-12-31,76,25,50,86,77
2021-01-01,16,77,42,15,67
2021-01-02,89,12,34,36,54
2021-01-03,34,34,56,68,14
2021-01-04,19,16,72,99,99
2021-01-05,12,31,48,19,36
2021-01-06,40,09,93,49,30
2021-01-07,33,73,31,21,38
2021-01-08,63,38,65,97,15
2021-01-09,70,26,79,87,06
2021-01-10,02,38,60,03,30
2021-01-11,38,35,81,88,53
2021-01-12,41,85,54,28,81
2021-01-13,63,36,81,64,79
2021-01-14,39,39,56,25,58
2021-01-15,75,39,36,03,08
2021-01-16,35,55,82,88,14
2021-01-17,52,64,62,02,63
2021-01-18,49,31,33,42,76
2021-01-19,85,92,93,22,68
2021-01-20,83,07,60,00,02
2021-01-21,43,53,96,02,80
2021-01-22,58,46,75,58,65
2021-01-23,37,38,23,80,73
2021-01-24,54,02,76,12,30
2021-01-25,15,16,80,98,91
2021-01-26,64,76,67,34,18
2021-01-27,36,76,69,77,37
2021-01-28,05,62,23,24,54
2021-01-29,13,25,76,91,00
2021-01-30,51,66,89,60,78
2021-01-31,50,12,63,27,45
2021-02-01,96,13,71,43,30
2021-02-02,34,04,93,37,73
2021-02-03,35,05,98,91,53
2021-02-04,92,49,42,94,23
2021-02-05,55,58,65,80,85
2021-02-06,47,88,27,28,85
2021-02-07,18,28,14,93,10
2021-02-08,97,95,97,25,67
2021-02-09,58,13,03,26,46
2021-02-10,90,08,65,71,08
2021-02-11,89,31,86,94,67
2021-02-12,73,19,83,01,69
2021-02-13,62,33,82,80,64
2021-02-14,36,50,11,78,64
2021-02-15,70,60,46,09,70
2021-02-16,75,45,55,27,02
2021-02-17,67,12,45,87,49
2021-02-18,86,23,69,76,60
2021-02-19,19,05,63,64,05
2021-02-20,44,75,13,34,81
2021-02-21,40,18,87,63,49
2021-02-22,11,86,47,70,47
2021-02-23,82,91,80,84,32
2021-02-24,08,89,17,12,95
2021-02-25,68,56,41,53,02
2021-02-26,92,47,79,86,45
2021-02-27,69,77,23,29,08
2021-02-28,61,95,08,67,44
2021-03-01,23,17,08,29,30
2021-03-02,03,84,75,93,93
2021-03-03,46,10,03,21,84
2021-03-04,08,62,68,33,80
2021-03-05,38,10,96,94,13
2021-03-06,21,88,87,10,98
2021-03-07,12,87,75,41,74
2021-03-08,09,03,70,65,94
2021-03-09,94,81,13,14,96
2021-03-10,03,75,51,81,42
2021-03-11,03,93,02,67,17
2021-03-12,24,26,25,06,05
2021-03-13,90,86,66,57,45
2021-03-14,70,15,00,33,69
2021-03-15,15,07,48,13,43
2021-03-16,63,56,37,47,82
2021-03-17,17,70,04,00,22
2021-03-18,27,93,32,31,99
2021-03-19,96,77,24,07,87
2021-03-20,61,98,10,69,59
2021-03-21,56,12,46,82,89
2021-03-22,33,84,05,38,61
2021-03-23,08,78,18,21,80
2021-03-24,89,63,64,99,23
2021-03-25,74,88,63,55,17
2021-03-26,67,45,91,25,08
2021-03-27,18,35,57,52,91
2021-03-28,71,67,73,88,99
2021-03-29,32,70,62,39,58
2021-03-30,84,80,27,71,04
2021-03-31,92,82,33,90,37
2021-04-01,22,93,40,35,25
2021-04-02,05,30,03,78,05
2021-04-03,25,64,74,80,25
2021-04-04,10,25,28,39,05
2021-04-05,50,76,15,43,40
2021-04-06,16,35,25,73,39
2021-04-07,55,16,78,26,65
2021-04-08,40,42,24,02,50
2021-04-09,01,95,98,98,69
2021-04-10,31,58,37,52,60
2021-04-11,27,09,75,29,32
2021-04-12,26,95,62,39,04
2021-04-13,83,07,23,36,96
2021-04-14,91,50,88,98,82
2021-04-15,79,07,87,07,24
2021-04-16,12,30,17,36,36
2021-04-17,11,16,80,20,45
2021-04-18,19,49,57,52,99
2021-04-19,53,75,49,71,06
2021-04-20,43,89,39,07,83
2021-04-21,14,02,13,88,42
2021-04-22,64,79,23,63,34
2021-04-23,67,96,03,49,15
2021-04-24,48,12,86,26,47
2021-04-25,33,02,51,24,55
2021-04-26,61,86,46,82,51
2021-04-27,08,85,33,86,95
2021-04-28,80,24,63,86,56
2021-04-29,01,03,87,20,49
2021-04-30,84,04,46,64,43
2021-05-01,26,40,98,57,23
2021-05-02,25,30,16,42,63
2021-05-03,27,36,11,38,88
2021-05-04,87,86,90,27,63
2021-05-05,34,45,59,12,47
2021-05-06,97,92,68,06,66
2021-05-07,51,89,94,78,34
2021-05-08,46,77,15,99,10
2021-05-09,04,68,70,76,93
2021-05-10,87,86,42,69,54
2021-05-11,59,89,43,13,10
2021-05-12,13,82,36,34,55
2021-05-13,91,61,08,05,77
2021-05-14,68,34,90,52,23
2021-05-15,54,31,97,02,69
2021-05-16,29,32,24,48,37
2021-05-17,24,77,32,21,41
2021-05-18,76,55,06,69,13
2021-05-19,45,36,16,15,10
2021-05-20,39,98,87,63,41
2021-05-21,68,83,33,35,84
2021-05-22,31,80,46,01,37
2021-05-23,42,08,52,96,39
2021-05-24,86,76,19,38,57
2021-05-25,44,35,43,35,77
2021-05-26,96,59,09,73,91
2021-05-27,57,61,45,33,54
2021-05-28,84,12,40,02,21
2021-05-29,20,81,53,54,88
2021-05-30,68,79,36,56,56
2021-05-31,92,51,52,54,44
2021-06-01,70,14,73,98,57
2021-06-02,48,47,64,97,05
2021-06-03,86,57,04,00,93
2021-06-04,13,40,19,06,45
2021-06-05,56,52,37,15,78
2021-06-06,20,00,78,90,55
2021-06-07,66,96,49,13,35
2021-06-08,29,76,09,30,81
2021-06-09,04,84,52,99,07
2021-06-10,90,04,18,91,09
2021-06-11,73,52,02,39,85
2021-06-12,80,69,39,56,81
2021-06-13,06,88,64,04,51
2021-06-14,75,05,81,69,46
2021-06-15,33,40,53,65,65
2021-06-16,11,99,62,19,95
2021-06-17,23,42,86,86,86
2021-06-18,26,73,66,50,20
2021-06-19,60,42,42,21,03
2021-06-20,78,44,92,26,18
2021-06-21,19,18,71,77,77
2021-06-22,36,16,78,86,86
2021-06-23,72,53,62,19,56
2021-06-24,28,29,08,82,04
2021-06-25,33,78,56,46,16
2021-06-26,41,50,12,85,08
2021-06-27,17,72,84,88,30
2021-06-28,81,06,42,86,99
2021-06-29,79,95,48,27,82
2021-06-30,57,62,71,92,46
2021-07-01,78,58,62,54,46
2021-07-02,87,95,27,01,49
2021-07-03,45,02,64,03,72
2021-07-04,56,79,32,39,04
2021-07-05,84,27,12,84,77
2021-07-06,88,25,97,18,19
2021-07-07,89,97,24,32,86
2021-07-08,95,63,52,45,57
2021-07-09,42,38,24,84,47
2021-07-10,02,34,95,53,47
2021-07-11,66,78,04,85,56
2021-07-12,16,99,25,82,97
2021-07-13,61,10,89,37,09
2021-07-14,65,54,79,43,73
2021-07-15,46,03,76,90,17
2021-07-16,64,36,83,62,67
2021-07-17,54,54,73,58,46
2021-07-18,62,87,90,43,50
2021-07-19,80,52,48,57,40
2021-07-20,34,94,41,29,83
2021-07-21,10,52,87,78,35
2021-07-22,06,98,67,43,31
2021-07-23,23,62,30,08,14
2021-07-24,77,49,91,82,03
2021-07-25,43,69,15,10,94
2021-07-26,93,36,48,68,23
2021-07-27,00,90,12,70,63
2021-07-28,10,05,78,37,66
2021-07-29,43,31,89,68,49
2021-07-30,89,89,31,89,71
2021-07-31,07,30,59,65,15
2021-08-01,03,17,23,02,33
2021-08-02,65,50,66,25,99
2021-08-03,75,29,44,44,33
2021-08-04,73,92,63,29,90
2021-08-05,08,36,54,38,57
2021-08-06,50,43,53,92,27
2021-08-07,10,26,80,04,78
2021-08-08,94,34,38,84,36
2021-08-09,30,61,96,16,88
2021-08-10,70,90,20,23,62
2021-08-11,86,60,06,37,25
2021-08-12,45,13,57,45,15
2021-08-13,90,40,38,97,17
2021-08-14,02,04,35,26,09
2021-08-15,03,07,80,29,57
2021-08-16,22,26,83,40,22
2021-08-17,60,46,38,67,91
2021-08-18,95,44,88,20,56
2021-08-19,05,99,50,36,11
2021-08-20,15,53,96,68,87
2021-08-21,76,88,49,76,40
2021-08-22,47,65,74,27,85
2021-08-23,47,04,05,80,44
2021-08-24,25,76,58,02,90
2021-08-25,20,38,74,93,08
2021-08-26,14,48,21,10,70
2021-08-27,93,35,29,78,69
2021-08-28,32,97,24,36,37
2021-08-29,94,99,76,10,38
2021-08-30,82,01,49,11,20
2021-08-31,37,60,36,58,91
2021-09-01,37,86,34,82,90
2021-09-02,39,69,15,07,89
2021-09-03,78,71,49,45,81
2021-09-04,14,72,54,56,22
2021-09-05,98,97,91,64,46
2021-09-06,04,47,45,49,65
2021-09-07,62,08,07,45,28
2021-09-08,35,99,08,80,15
2021-09-09,34,92,69,50,25
2021-09-10,88,36,77,55,17
2021-09-11,53,29,12,23,30
2021-09-12,54,19,39,70,63
2021-09-13,94,05,47,80,03
2021-09-14,53,10,02,72,46
2021-09-15,38,51,33,64,70
2021-09-16,36,73,09,55,73
2021-09-17,97,38,54,59,47
2021-09-18,52,84,02,94,59
2021-09-19,08,30,66,81,70
2021-09-20,38,19,76,59,16
2021-09-21,64,46,78,27,78
2021-09-22,13,19,43,34,11
2021-09-23,09,98,36,60,08
